idx,saq1_1,saq1_2,saq2_1,saq2_2,saq3_1,saq3_2,saq4_1,saq4_2,saq5_1,saq5_2,saq6_1,saq6_2,saq7_1,saq7_2,saq8_1,saq8_2,saq9_1,saq9_2,saq10_1,saq10_2,saq11_1,saq11_2,saq12_1,saq12_2,saq13_1,saq13_2,saq14_1,saq14_2,saq15_1,saq15_2,saq16_1,saq16_2,saq17_1,saq17_2,saq18_1,saq18_2,saq19_1,saq19_2,saq20_1,saq20_2,saq21_1,saq21_2,saq22_1,saq22_2,saq23_1,saq23_2,saq24_1,saq24_2,saq25_1,saq25_2,saq26_1,saq26_2,saq27_1,saq27_2,saq28_1,saq28_2,saq29_1,saq29_2,saq30_1,saq30_2,saq31_1,saq31_2,saq32_1,saq32_2,saq33_1,saq33_2,saq34_1,saq34_2,saq35_1,saq35_2,saq36_1,saq36_2,saq37_1,saq37_2,saq38_1,saq38_2,saq39_1,saq39_2,saq40_1,saq40_2,saq41_1,saq41_2,saq42_1,saq42_2,saq43_1,saq43_2,saq44_1,saq44_2,vq1,vq2,vq3,vq4,vq5,vq6,vq7,vq8,vq9,vq10,vq11,vq12,vq13,bq1,bq2,bq3,bq4,bq4_1a,bq4_1b,bq4_1c,bq5,bq5_1,bq5_2,bq6,bq7,bq8_1,bq8_2,bq8_3,bq9,bq10,bq11,bq12_1,bq12_2,bq12_3,bq12_4,bq12_5,bq13_1,bq13_2,bq13_3,bq14_1,bq14_2,bq14_3,bq14_4,bq14_5,bq14_6,bq14_7,bq15,bq16_1,bq16_2,bq16_3,bq16_4,bq16_5,bq16_6,bq16_7,bq16_8,bq16_9,bq16_10,bq17,bq18_1,bq18_2,bq18_3,bq18_4,bq18_5,bq18_6,bq18_7,bq18_8,bq18_9,bq18_10,bq19,bq20,bq20_1,bq21_1,bq21_2,bq21_3,bq21_4,bq22_1,bq22_2,bq22_3,bq22_4,bq22_5,bq22_6,bq23_1,bq23_2,bq23_3,bq24,bq25,bq26,bq26_1,bq27_1,bq27_2,bq28,bq29,bq30_1,bq30_2,bq30_3,knowcode
27621,4,5,4,6,4,4,4,5,4,4,4,5,4,5,3,4,4,5,4,5,3,4,4,5,4,5,4,5,3,4,3,4,4,4,2,3,4,5,3,5,4,5,3,4,4,4,3,4,2,3,3,4,3,5,3,4,3,4,4,4,4,4,3,4,3,5,3,4,2,4,3,5,4,5,3,4,2,4,3,4,2,4,3,4,4,4,3,3,4,3,3,4,4,3,4,4,4,4,3,5,4,13,2,5,1,신소재공학 석사이상, , ,2, , ,7,5,4,4,4,5,5,4,4,3,3,3,4,3,4,4,4,3,3,3,2,4,4,4,4,3,4,4,3,3,4,3,4,4,4,2,2,2,2,2,2,2,2,2, ,1,4,전력사용량의 증가에 따른  신재생에너지에 대한 관심증가,3,3,3,2,7,6,6,5,4,6,3,6,6,1,43,5,신소재공학,1,1,1,50,5400,2800, ,155102
27622,4,5,4,5,3,4,3,4,3,4,4,5,4,5,3,4,5,7,3,4,4,5,3,4,4,5,5,6,3,4,2,3,4,5,3,4,3,4,3,4,4,5,3,4,4,5,3,4,2,3,2,3,1, ,1, ,1, ,1, ,3,4,3,4,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,3,4,3,4,4,4,4,3,4,4,3,5,3,5,4,4,4,17,1,4,1,유통관리사,"거래,상거래관리사", ,2, , ,5,3,3,4,4,5,5,3,4,3,3,4,4,2,4,4,2,3,3,2,5,4,5,2,4,5,5,5,4,4,5,4,4,5,4,2,2,2,2,2,2,2,2,2, ,2,4,모바일 쇼핑이 늘어남으로써 상품 기획하는 것이 늘어나고 있다,1,1,1,1,5,3,3,1,1,5,1,2,4,1,36,4,무역유통학,1,1,1,40,3200,2200, ,24301
27623,3,5,3,4,3,4,3,5,3,5,3,4,3,4,3,3,3,4,3,4,4,4,3,5,3,5,3,5,3,4,3,4,4,5,4,5,3,5,4,5,3,4,3,5,3,4,3,5,3,3,3,4,4,5,3,5,4,5,4,5,3,5,3,4,3,5,3,5,4,5,4,5,3,4,4,5,3,5,3,5,4,5,4,5,3,4,3,4,3,4,4,3,4,3,3,4,3,3,4,3,3,17,1,2,1,물리치료사, , ,1,3,환자의 상태 파악,3,4,4,5,4,4,4,3,4,3,3,4,4,3,4,3,4,4,4,3,4,3,3,3,4,3,4,4,4,4,4,3,3,4,4,2,2,2,2,2,2,2,2,2, ,2,4,"요양병원, 노인전문병원 등이 많아져서",2,2,3,2,6,6,4,5,4,4,4,4,5,1,39,3,물리치료학,1,1,1,44,3700,2800, ,306501
27624,2,3,3,5,2,2,2,4,3,3,1, ,4,5,4,5,3,4,3,3,3,4,3,4,4,5,3,4,2,3,3,4,3,3,2,2,1, ,4,4,4,4,3,3,3,3,2,2,3,3,1, ,3,3,2,3,4,4,4,4,3,4,2,4,3,3,3,4,4,4,3,3,3,3,4,6,3,4,2,2,3,3,2,3,3,3,2,2,4,3,3,2,3,3,4,3,3,3,2,3,3,3,1,2,2, , , ,2, , ,2,2,4,3,3,3,4,4,3,3,2,4,3,4,2,2,3,4,3,4,2,4,3,2,5,4,4,3,2,3,5,4,3,4,4,2,2,2,2,2,2,2,2,2, ,2,1,국내 인건비 상승으로 해외로 제조공장 옮겨갔기 때문,3,2,3,2,6,7,6,4,4,5,6,3,4,1,52,2,문과,1,1,1,40,3300,2200, ,864201
27625,1, ,1, ,1, ,1, ,1, ,1, ,4,5,1, ,1, ,1, ,1, ,1, ,5,6,1, ,1, ,1, ,1, ,1, ,1, ,4,4,1, ,3,4,1, ,4,4,4,4,1, ,1, ,1, ,3,4,3,3,1, ,1, ,1, ,3,4,1, ,4,4,1, ,5,5,1, ,1, ,3,3,3,4,4,4,1, ,3,3,4,3,4,3,5,4,3,3,4,3,4,3,1,1,2, , , ,2, , ,3,2,3,4,3,4,3,3,3,9,9,9,4,4,4,3,4,3,3,4,1,3,3,3,4,3,4,3,4,4,5,3,3,4,4,2,2,2,2,2,2,2,2,2, ,2,2,기계계화나 대량생산으로 인해서,2,2,2,2,9,7,6,5,7,6,8,6,7,2,28,3,공예학,2,5,1,48, , ,2300,884101
27626,3,4,3,4,1, ,1, ,1, ,3,4,2,2,2,3,3,4,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,3,4,3,4,3,4,3,4,1, ,1, ,1, ,3,4,3,4,3,4,1, ,3,4,3,4,3,4,3,4,4,5,4,5,1, ,1, ,3,4,1, ,2,3,2,3,3,4,4,5,3,3,3,4,3,3,4,3,3,4,3,4,3,3,1,2,1,공작기계절삭가공사, , ,2, , ,1,1,3,2,3,4,4,4,3,4,4,3,4,2,3,3,4,3,3,2,3,3,4,4,2,4,3,3,3,4,5,3,3,3,3,2,2,2,2,2,2,2,1,2,주문량 급증으로 업무량 과다,2,1,자동화 기기로 인력 대체,2,3,3,2,2,2,2,8,5,7,1,2,8,1,55,2,공고,1,1,1,40,3500,2300, ,813201
27627,3,4,2,4,2,4,2,3,4,5,3,5,3,4,3,4,3,5,3,4,3,5,2,4,3,4,2,4,2,3,3,4,2,3,2,4,2,4,3,4,2,4,1, ,2,3,2,4,2,3,2,3,2,4,3,4,2,4,2,4,3,4,2,3,2,4,3,4,2,4,2,4,2,3,3,4,3,5,3,4,2,4,3,5,3,4,2,4,4,4,2,3,3,3,4,4,3,4,4,3,2,3,1,5,1,그래픽 기술자격, , ,2, , ,6,5,3,3,2,3,3,2,3,2,2,3,3,4,2,3,4,3,2,3,4,2,4,3,4,2,3,4,3,2,4,2,3,4,3,2,2,2,2,2,2,2,2,2, ,1,3,이미 기술적 변화요인을 갖추고 있다.,3,3,3,1,4,5,5,6,5,4,5,6,4,2,35,4,항공기계설계학,1,1,1,40,4500,3700, ,151105
27628,2,3,2,3,3,4,2,3,2,3,2,3,2,3,3,4,2,3,3,4,2,3,3,4,5,7,3,4,2,3,2,3,2,2,2,3,3,4,2,3,4,5,3,4,2,3,2,3,3,5,3,4,4,5,3,4,4,5,4,5,2,3,5,6,4,5,5,7,4,5,4,5,3,4,4,6,5,6,4,5,5,7,4,5,5,6,2,3,3,3,3,2,3,2,3,4,3,3,3,3,2,3,1,2,1,양복기능사,양장기능사,염색기능사,1,3,수습기간,3,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,3,2,3,3,3,5,2,4,3,3,4,3,4,4,3,3,4,3,2,2,2,2,2,2,2,2,2, ,2,3,지금과 변화가 없을 것,2,2,2,2,5,8,6,8,3,1,8,3,1,1,33,2,기계,1,1,1,40,2800,2000, ,861201
27629,4,6,3,4,3,3,3,4,2,3,3,3,2,3,2,3,3,3,1, ,1, ,4,6,2,2,1, ,4,6,2,2,4,5,1, ,4,4,3,4,4,4,2,3,3,4,1, ,1, ,1, ,2,3,2,3,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,3,4,2,3,4,4,3,3,3,5,4,2,3,4,5,4,4,17,1,2,1,놀이심리 상담사, , ,2, , ,2,4,4,4,4,4,4,4,3,9,4,3,4,3,3,3,3,4,4,4,3,4,3,3,4,5,4,3,4,5,5,4,3,4,3,2,2,2,2,2,2,2,2,2, ,1,4,치료가 필요한 아동들이 더 많아질 것 같아서,2,2,3,2,6,4,3,2,2,2,7,6,4,1,37,4,교육학,1,1,1,40,3500,2400, ,306903
27630,3,4,4,5,2,2,3,3,2,2,4,5,4,4,2,2,4,4,3,3,2,2,3,3,4,5,1, ,4,5,3,4,4,5,4,5,2,2,4,5,4,5,3,3,4,5,2,2,4,5,1, ,2,2,5,5,4,5,2,2,2,2,4,5,3,3,4,5,4,5,4,5,1, ,4,5,4,5,5,5,4,5,3,5,4,5,3,3,4,4,5,2,3,1,3,5,5,5,5,5,5,3,4,1,2, , , ,2, , ,6,1,2,1,1,4,4,1,2,9,9,9,2,1,4,4,4,4,3,2,2,2,5,4,4,3,4,4,5,5,4,5,3,5,5,2,2,2,2,2,2,2,2,2, ,2,2,3D업종이라서 할려는 사람이 없어서,3,3,3,2,7,8,6,5,6,5,9,1,5,1,48,2,공고,2,6,1,55, , ,3500,864101
27631,5,4,4,4,3,5,2,4,3,3,4,5,1, ,2,3,3,3,1, ,1, ,1, ,1, ,1, ,3,4,2,2,2,2,1, ,1, ,3,4,3,4,2,2,1, ,3,3,2,3,1, ,1, ,1, ,3,4,2,2,2,3,4,4,3,3,2,3,1, ,3,2,1, ,1, ,1, ,1, ,1, ,2,2,4,4,3,3,5,4,3,5,3,4,3,2,4,3,4,3,3,17,1,1,1,약사 면허, , ,2, , ,6,5,4,4,4,4,3,3,4,9,9,9,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,5,4,4,4,2,2,2,2,2,2,2,2,2,2, ,1,4,고령화로 인한 약 제품 수요 증가,3,3,3,2,6,5,4,3,4,5,5,4,5,2,55,4,약학,2,5,1,50, , ,7200,303001
27632,3,4,2,3,3,4,3,4,3,4,2,3,3,4,2,3,2,3,3,4,2,3,3,3,3,4,3,5,3,4,3,4,2,3,3,4,3,5,3,4,2,3,3,4,3,4,2,3,2,3,3,5,3,4,3,4,2,3,2,2,3,4,2,3,2,3,2,3,3,5,3,4,3,4,3,4,2,2,2,3,2,2,2,3,3,4,2,3,4,3,4,4,4,3,4,4,3,4,4,4,3,3,1,2,1,CAD,건설기계기사, ,1,1,사내시스템 숙지,2,6,4,4,4,5,4,4,4,4,5,5,4,1,4,4,3,4,5,4,4,3,3,2,4,3,3,4,4,3,3,4,4,3,3,2,2,2,2,2,2,2,1,2,신제품 출시를 위한 업무량 증가,1,3,신제품 자동화의 필요성 증가,3,3,3,1,6,4,5,6,4,5,4,7,5,1,58,5,자동차공학,1,1,1,40,5100,3500, ,151107
27633,2,2,2,3,2,2,2,3,2,3,2,3,2,3,2,3,2,3,3,4,3,4,3,4,3,4,4,5,2,3,2,3,3,4,3,4,3,4,4,5,3,4,4,4,3,4,3,4,3,3,3,4,3,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,3,4,4,4,3,4,3,4,4,4,3,4,4,5,4,5,2,2,3,4,3,3,4,4,3,4,4,3,2,3,3,13,1,2,2, , , ,2, , ,7,4,3,4,3,3,4,3,3,3,3,4,4,4,4,4,3,4,4,3,4,3,3,3,3,4,4,4,3,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2, ,2,4,광고매체의 다양성,2,2,2,1,7,6,6,4,3,4,6,3,4,1,40,4,시각디자인,1,1,1,45,4400,2400, ,415404
27634,1, ,1, ,1, ,3,4,1, ,1, ,1, ,1, ,3,3,1, ,1, ,1, ,4,4,4,5,4,4,1, ,4,4,1, ,1, ,4,5,1, ,1, ,2,3,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,3,4,1, ,4,4,3,4,2,2,1, ,4,5,3,2,4,2,4,2,3,3,4,4,3,9,1,2,2, , , ,2, , ,3,2,3,2,2,3,4,3,2,3,3,4,3,3,3,2,2,3,2,3,4,2,4,3,4,2,3,4,3,2,4,3,2,4,3,2,2,2,2,2,2,2,2,2, ,1,3,현재와 변동 없을 것 같아서,2,2,2,2,9,7,5,3,4,6,8,4,5,1,45,2,관광,1,1,1,45,3800,2200, ,523001
27635,2,3,3,3,2,1,4,5,2,3,2,2,2,1,2,3,2,2,2,2,2,2,2,2,3,3,3,3,2,3,2,3,2,2,2,2,2,2,3,4,4,5,3,4,3,4,4,5,3,4,1, ,3,4,3,4,2,3,2,2,1, ,3,4,3,4,3,4,3,4,3,4,3,4,3,4,2,2,3,3,2,2,2,1,2,3,2,2,3,2,4,3,3,2,4,3,4,2,3,2,4,19,4,1,1,세탁기능사, , ,2, , ,7,2,2,3,2,4,3,3,3,9,9,9,3,3,4,4,3,2,3,4,2,3,3,3,4,3,4,3,4,3,4,3,5,5,2,2,2,2,2,2,2,2,2,2, ,1,2,힘들다는 인식이 강해서,3,3,3,2,6,7,5,4,5,5,6,5,6,1,47,3,경영학,2,6,1,40, , ,3200,561501
27636,3,3,4,4,3,5,3,4,1, ,3,5,1, ,1, ,3,2,1, ,1, ,3,5,3,5,3,4,3,3,3,3,1, ,1, ,3,4,4,5,3,5,3,3,3,3,3,3,2,4,4,4,1, ,1, ,4,5,1, ,3,4,1, ,1, ,4,4,4,4,3,3,1, ,3,4,1, ,2,2,1, ,2,3,2,2,3,2,5,3,2,5,4,2,3,3,4,3,5,4,4,17,2,5,1,의사 면허,안과, ,1,6,"레지던트, 인턴 과정",6,5,4,4,3,4,3,3,5,4,5,4,4,4,4,3,4,3,3,3,4,3,4,3,4,4,3,4,3,4,3,4,5,4,2,2,2,2,2,2,2,2,2,2, ,2,2,안과의사의 증가,3,3,3,2,4,3,4,4,5,6,3,6,5,1,34,5,의학,1,1,1,40,11000,8000, ,301106
27637,3,4,3,4,2,3,3,4,5,6,4,6,4,4,3,4,3,4,3,4,2,2,3,4,4,6,2,2,2,2,3,3,2,2,2,3,2,2,2,2,2,2,4,6,3,4,1, ,1, ,2,2,1, ,1, ,1, ,1, ,3,4,1, ,1, ,1, ,1, ,1, ,3,4,2,2,1, ,3,4,1, ,1, ,3,4,3,4,4,4,3,3,2,3,4,4,3,3,2,4,5,11,1,2,1,국제재무분석사,투자자산운용사,금융투자분석사,1,3,"국제적 시황에 따른 투자분석, 정보등을 조사 분석한다",7,5,4,3,3,4,4,3,3,9,9,4,4,2,3,3,4,4,3,2,1,4,2,4,3,4,1,1,1,4,5,4,3,2,3,2,1,2,2,2,1,2,2,2,전산시스템 업그레이드,1,3,전산만으로 대체불가함,2,2,2,2,4,7,3,8,3,8,2,8,3,2,39,4,통계학,1,1,1,40,5000,3800, ,31101
27638,4,5,5,5,2,5,5,7,4,6,3,4,1, ,4,5,5,6,4,5,4,4,3,4,4,5,1, ,5,7,4,5,1, ,1, ,3,4,4,5,4,4,4,6,3,4,4,5,3,4,4,5,2,2,1, ,1, ,3,3,2,3,3,4,2,2,3,4,4,5,5,6,4,5,2,2,4,5,4,6,5,6,4,5,4,6,4,5,2,3,3,2,3,2,2,2,4,2,2,3,3,7,1,1,2, , , ,2, , ,7,2,3,3,3,3,2,2,2,1,3,4,3,3,2,1,4,4,4,3,2,4,3,3,5,4,5,4,4,4,5,4,4,5,2,2,2,2,2,2,2,2,2,2, ,3,1,셀프 주유소가 많이 생기고 있어서,3,3,3,2,8,7,8,7,6,5,5,6,5,1,57,2,상고,1,1,1,48,2800,1800, ,615701
27639,4,3,3,4,2,3,4,2,4,4,3,5,4,4,4,5,3,2,3,5,4,5,4,2,3,2,3,4,4,5,4,6,4,5,3,5,4,5,4,6,3,5,4,6,3,3,3,4,3,5,5,5,3,6,4,5,4,3,3,3,5,4,3,4,3,5,1, ,4,5,4,4,3,4,5,4,4,5,5,4,2,5,3,4,4,4,3,3,3,4,4,5,5,4,5,5,5,5,3,3,3,11,1,6,1,보험모집인 자격증,변액보험 자격증, ,1,1,변화하는 영업스킬,6,5,4,4,4,5,3,5,3,9,4,3,5,1,5,5,5,5,3,5,3,5,2,3,5,3,5,3,2,5,3,3,3,3,1,2,2,2,2,2,2,2,2,2, ,4,3,크게 변화가 없을 것 같음,2,2,3,2,3,4,3,3,1,3,1,2,1,2,61,2,상고,1,1,1,30,6000,4000, ,33202
27640,4,5,4,6,4,6,4,6,4,6,4,4,4,5,4,5,4,5,4,5,4,5,4,5,4,4,4,5,4,5,4,5,4,5,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,5,4,5,4,3,4,3,4,4,4,3,4,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,18,1,2,2, , , ,2, , ,4,5,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,3,4,4,3,4,4,4,4,4,3,4,4,3,4,3,3,4,4,2,2,2,2,2,2,2,2,2, ,2,3,지지층 안정,2,2,2,1,6,6,5,5,4,4,6,5,4,1,40,4,방송연예,1,2,1,40,4800,3500, ,416204
27641,3,4,3,4,2,1,2,2,2,3,1, ,1, ,2,1,3,3,1, ,1, ,3,4,3,4,2,1,2,3,3,4,2,2,4,5,3,4,2,3,4,5,3,3,3,4,1, ,3,4,2,3,2,1,3,4,3,4,2,2,1, ,3,3,2,2,2,3,4,5,3,3,2,2,4,5,3,4,2,2,4,5,3,4,2,2,2,1,3,2,2,3,4,2,5,5,2,2,3,4,3,6,1,4,2, , , ,2, , ,3,2,2,3,3,4,3,4,3,2,4,4,4,2,4,2,3,2,4,4,3,4,2,4,3,3,4,3,2,4,4,2,4,3,4,2,2,2,2,2,2,2,2,2, ,3,4,문화생활공간 건축 수요 증가,3,3,3,1,6,8,8,7,4,3,4,3,6,1,53,2,문과,1,1,1,54,3800,2600, ,706001
27642,4,4,4,4,2,3,3,3,2,4,4,4,3,3,3,3,3,3,2,4,2,3,3,4,3,3,3,3,2,3,4,4,4,4,4,4,3,3,3,3,3,4,4,3,1, ,1, ,2,3,3,3,3,3,4,3,3,3,3,4,4,4,4,3,3,4,4,4,4,2,2,3,2,3,1, ,1, ,2,3,1, ,1, ,2,3,3,3,5,3,3,4,3,4,3,4,3,4,3,3,4,10,1,4,1,정보처리기능사, , ,2, , ,5,5,4,3,4,4,4,3,4,4,3,3,4,2,3,3,4,3,3,2,2,4,5,3,5,4,3,2,3,4,3,4,3,4,3,2,2,2,2,1,2,2,2,1,새로운 기술 개발,2,1,시스템 개발,3,3,3,2,8,3,5,5,3,5,7,8,5,1,46,4,정보미디어학,1,1,1,40,4700,3500, ,133302
27643,4,5,3,4,3,3,4,5,3,4,4,5,5,6,4,5,3,4,5,6,5,6,4,5,4,4,4,5,4,5,5,6,5,6,5,6,3,4,3,4,5,6,5,7,4,5,5,5,4,4,5,6,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,3,4,5,5,5,6,4,4,3,4,4,4,4,4,5,3,3,4,4,4,4,3,4,18,3,2,2, , , ,1,1,자기개발,3,5,4,4,4,4,4,4,5,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,4,3,3,2,2,2,2,2,2,2,2,2, ,2,2,인공지능이 발달하므로,2,2,2,1,7,8,3,8,2,2,3,7,8,1,38,4,예체능,1,3,1,52,4000,3600, ,13601
27644,4,5,4,6,2,2,4,5,4,5,4,5,4,5,4,5,4,6,4,6,4,6,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,4,5,4,5,4,5,4,4,3,4,4,5,4,5,4,5,4,5,4,6,4,5,3,3,3,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,3,4,4,4,3,4,4,3,3,4,3,6,1,1,1,기중기 운전기능사, , ,2, , ,6,4,4,2,2,4,4,3,4,4,4,3,4,2,4,4,4,4,4,3,4,4,3,4,4,4,4,4,3,3,4,4,4,3,4,2,2,2,2,2,2,2,2,2, ,2,4,태양광 풍력등 신생에너지에 대한 신규 투자가가 증가하기 때문,3,3,3,2,7,7,3,4,6,5,3,4,2,1,58,2,중기,1,3,1,36,3500,2100, ,623001
27645,2,2,2,3,1, ,1, ,1, ,1, ,1, ,3,4,2,3,1, ,1, ,1, ,4,3,1, ,2,3,2,3,1, ,1, ,1, ,3,3,1, ,2,3,2,3,1, ,1, ,3,2,1, ,1, ,2,2,2,3,1, ,1, ,4,3,3,3,2,4,3,3,1, ,4,4,4,4,3,4,5,6,3,4,3,5,3,4,2,1,3,2,1,1,3,2,2,1,1,1,3,8,1,2,2, , , ,2, , ,7,1,1,1,1,3,1,2,2,2,3,4,3,4,2,2,4,4,3,4,4,3,4,3,4,4,3,2,2,2,3,2,2,4,4,2,2,2,2,2,2,2,2,2, ,1,2,경기불황으로 인해서,3,2,3,2,7,7,7,8,7,7,7,6,6,1,50,2,공고 전자,1,1,1,50,2800,2000, ,624401
27646,4,6,3,4,2,3,3,4,3,4,3,4,3,4,3,3,4,6,4,6,4,6,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,6,4,6,4,7,4,7,4,6,2,2,4,4,3,4,3,4,3,4,4,6,5,6,2,2,4,4,4,4,4,6,4,6,4,6,4,6,5,7,4,6,4,6,4,6,4,5,4,7,3,6,5,4,3,3,3,2,3,2,3,2,2,4,4,14,1,2,1,공조냉동기계기능사,산업기사, ,2, , ,6,5,4,5,4,5,4,4,5,5,4,5,5,4,5,4,4,5,4,4,5,4,4,4,4,5,4,5,5,5,4,5,5,5,4,2,2,2,2,1,1,2,2,2,자동화등 신기술 신장비 도입으로 작업인원 조직 개편 및 교육,2,2,자동화 설립 도입으로,3,3,3,2,5,6,5,7,6,5,6,4,3,1,52,4,기계공학,1,1,1,40,6000,3000, ,834001
27647,2,4,2,3,3,4,4,4,3,3,2,4,2,4,2,3,3,3,4,4,3,5,3,5,4,4,4,4,4,5,4,4,4,5,3,6,3,6,3,5,3,5,3,5,3,5,4,4,4,4,4,4,4,5,4,4,4,5,3,6,4,4,4,5,4,5,4,4,4,6,4,5,4,5,4,4,4,5,3,6,4,5,3,5,5,5,4,5,3,4,4,5,4,3,3,4,3,4,3,4,4,18,1,2,1,웃음치료사, , ,1,2,봉사활동 및 레크레이션,3,2,3,4,4,4,3,3,4,5,9,9,5,4,4,3,4,5,4,4,4,3,4,3,3,4,3,2,3,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2, ,2,3,레크리에이션 진행을 기계가 대신 할수 없다,3,3,3,2,7,2,3,6,5,7,7,4,5,2,42,2,상고,1,3,2,25,2000,1500, ,420403
27648,3,4,4,4,3,4,4,5,4,4,3,4,2,4,3,4,2,3,2,3,3,4,3,4,4,5,3,4,3,4,4,5,3,4,3,4,3,4,3,3,3,4,4,4,4,4,3,5,3,4,3,4,3,4,2,4,2,4,3,3,2,3,3,3,2,3,3,3,2,3,2,3,3,3,3,3,3,3,2,3,2,3,2,3,3,3,3,3,3,3,4,3,3,3,2,3,2,2,2,3,2,18,1,2,2, , , ,1,2,여행경비 계산,2,4,4,4,3,4,4,5,3,4,5,4,4,4,4,3,4,4,3,3,4,3,3,4,4,3,3,4,3,3,3,4,3,3,2,2,2,2,2,2,2,2,2,2, ,2,2,신종 감염 등으로,2,2,2,1,5,5,4,5,6,5,5,4,5,2,36,3,경제학,1,1,1,46,3600,2700, ,521201
27649,3,4,3,5,3,5,2,3,3,4,3,5,3,4,2,3,2,3,2,3,2,4,2,4,2,2,2,4,2,4,2,3,2,4,2,2,2,5,2,2,3,4,2,3,2,3,2,1,2,1,2,2,3,4,3,5,2,2,3,5,4,5,4,5,2,3,2,2,2,2,2,5,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,3,3,3,3,3,4,3,3,3,3,3,3,3,13,1,2,1,CSTS, , ,2, , ,3,4,3,3,2,4,4,3,3,2,3,4,3,2,4,4,3,3,2,3,2,3,3,3,4,4,3,2,2,3,4,3,3,4,4,2,2,2,2,2,2,2,2,2, ,1,4,IT산업의 급속한 성장으로 인해서,3,3,3,2,4,4,4,4,5,5,7,4,3,1,32,4,컴퓨터공학,1,3,2,40,3600,3200, ,133901
27650,5,6,5,6,4,6,4,6,4,6,5,6,4,6,4,6,5,6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,5,5,6,4,5,4,6,4,6,4,6,4,6,4,5,4,5,4,6,4,6,4,5,4,6,4,6,4,5,4,6,4,6,4,5,4,6,4,6,4,6,4,5,3,5,4,5,4,6,4,6,4,5,4,4,3,3,3,3,3,3,3,3,3,4,3,3,3,15,2,5,1,화학공학 석사이상, , ,2, , ,5,6,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,4,3,3,3,3,2,3,3,2,2,3,4,2,2,2,2,2,2,2,2,2, ,2,4,전기대신 태양에너시 사용증가로 인해 인력이 증가할 것이므로,3,3,3,2,3,4,5,5,5,5,5,5,5,1,34,5,화학공학,1,1,1,50,4600,2800, ,155102
27651,2,2,3,4,2,2,2,2,3,4,3,5,4,5,4,5,4,5,4,5,4,5,4,4,3,4,3,4,3,4,4,5,2,3,3,5,3,4,3,4,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,5,3,4,3,4,3,4,3,4,3,5,4,5,3,4,4,5,4,5,3,5,3,4,3,3,3,3,4,3,3,3,4,4,4,4,3,18,3,4,2, , , ,1,2,안무 실습,2,5,4,3,3,3,4,3,3,4,4,3,3,2,3,3,4,3,3,3,2,4,3,3,4,3,3,4,4,3,4,3,3,4,4,2,2,2,1,1,1,2,1,1,새로운 음향장비 도입,1,3,변동 없을 것 같아서,2,2,2,1,6,6,5,7,7,7,5,6,5,2,25,4,무용학,1,3,2,48,2700,2200, ,414703
27652,3,5,3,5,4,4,4,4,4,5,3,4,4,4,3,5,4,5,4,5,3,4,2,4,4,5,4,5,4,5,4,5,1, ,1, ,3,4,2,3,3,5,4,5,2,2,1, ,1, ,3,4,4,5,1, ,4,5,2,2,4,5,4,6,4,5,2,1,2,3,3,3,3,4,2,3,3,3,3,5,3,4,3,3,4,5,3,4,4,4,3,3,4,3,4,3,4,4,3,3,4,3,1,3,1,식품산업기사, , ,1,4,식품안전교육,3,5,4,3,3,4,4,3,4,4,5,5,4,3,3,4,4,3,3,4,2,4,5,4,4,3,4,2,4,3,5,3,4,5,4,1,2,1,1,2,1,1,2,2,새로운 제조기술 개발중이다,2,2,코로나로 인해 경제 악화,1,3,3,2,7,6,3,3,4,4,3,3,4,1,53,4,식품영양학,1,1,1,55,3600,3000, ,872301
