idx,aq1_1,aq1_2,aq2_1,aq2_2,aq3_1,aq3_2,aq4_1,aq4_2,aq5_1,aq5_2,aq6_1,aq6_2,aq7_1,aq7_2,aq8_1,aq8_2,aq9_1,aq9_2,aq10_1,aq10_2,aq11_1,aq11_2,aq12_1,aq12_2,aq13_1,aq13_2,aq14_1,aq14_2,aq15_1,aq15_2,aq16_1,aq16_2,aq17_1,aq17_2,aq18_1,aq18_2,aq19_1,aq19_2,aq20_1,aq20_2,aq21_1,aq21_2,aq22_1,aq22_2,aq23_1,aq23_2,aq24_1,aq24_2,aq25_1,aq25_2,aq26_1,aq26_2,aq27_1,aq27_2,aq28_1,aq28_2,aq29_1,aq29_2,aq30_1,aq30_2,aq31_1,aq31_2,aq32_1,aq32_2,aq33_1,aq33_2,aq34_1,aq34_2,aq35_1,aq35_2,aq36_1,aq36_2,aq37_1,aq37_2,aq38_1,aq38_2,aq39_1,aq39_2,aq40_1,aq40_2,aq41_1,aq41_2,bq1,bq2,bq3,bq4,bq4_1a,bq4_1b,bq4_1c,bq5,bq5_1,bq5_2,bq6,bq7,bq8_1,bq8_2,bq8_3,bq9,bq10,bq11,bq12_1,bq12_2,bq12_3,bq12_4,bq12_5,bq13,bq14,bq15_1,bq15_2,bq15_3,bq16,bq17,bq18_1,bq18_2,bq18_3,bq18_4,bq18_5,bq18_6,bq18_7,bq19,bq19_1,bq20,bq21,bq22,bq23,bq24_1,bq24_2,bq24_3,bq24_4,bq24_5,bq24_6,bq24_7,bq24_8,bq25,bq26,bq27,bq28,bq29,bq30,bq31,bq32,bq33,bq34,bq35,bq36,bq37,bq38,bq38_1,bq39_1,bq39_2,bq40,bq41_1,bq41_2,bq41_3,knowcode
550,3,5,4,6,4,5,3,2,3,4,3,5,2,3,2,3,4,5,3,3,3,3,3,4,3,3,3,4,4,4,1,0,1,0,1,0,3,3,1,0,1,0,1,0,1,0,3,4,4,4,4,5,3,4,3,3,4,6,3,5,3,5,2,3,4,6,4,4,3,4,4,4,4,6,3,3,2,3,2,1,2,3,3,1,4,2,0,0,0,2,0,0,5,5,4,3,4,4,4,1,3,2,4,4,4,4,4,3,3,3,2,3,2,3,3,3,3,3,3,2,"인력 과다 배출, 동종업계간의 경쟁 심화",3,2,3,20,1,1,1,1,2,2,2,2,5,5,3,3,3,컴퓨터,"CAD, 스케치북, 포토샵, 일러스트레이터",없다,없다,없다,1,2,28,4,의류학,1,1,1,2600,0,2400,415201
551,3,5,3,4,4,5,3,3,2,2,3,4,2,2,3,3,3,4,3,3,4,4,3,3,3,4,2,1,2,2,3,3,2,2,2,2,3,3,3,3,2,2,2,2,2,2,3,3,3,3,2,2,3,3,3,4,3,3,2,2,2,2,2,2,3,3,2,2,3,4,3,3,3,3,3,3,2,2,2,2,2,2,17,1,2,2,0,0,0,2,0,0,7,2,3,4,3,3,3,3,3,0,4,4,3,3,2,3,3,3,3,3,3,4,3,3,3,3,3,3,깨끗한 주거 환경을 위한 공동주택등에 대한 해충방제를 위하여 노력하므로,2,3,2,40,2,2,2,2,2,2,2,2,3,4,3,4,3,없다,"마스크,살포기",없다,없다,없다,3,1,33,2,공업고,1,1,1,2900,0,2700,561301
552,2,3,4,4,3,3,1,0,1,0,4,6,3,3,2,4,2,4,4,4,4,4,3,4,3,6,3,4,4,4,2,3,1,0,1,0,2,4,1,0,1,0,1,0,1,0,2,4,4,5,3,5,4,5,4,5,5,5,5,5,4,4,5,5,4,4,3,4,4,5,3,5,4,5,4,6,3,4,4,4,3,4,19,3,2,1,서품,0,0,2,0,0,6,5,5,3,2,4,4,2,3,0,0,4,4,2,3,2,5,4,4,4,5,1,4,4,2,3,3,4,사회가 복잡해지면서 안식을 얻으려는 사람들에게 성직자의 역활이 중요해지므로,1,3,1,0,2,2,2,2,2,2,2,2,3,4,5,2,1,없다,성경책,없다,모름,0,1,1,36,4,신학,1,1,1,1700,0,1500,9999999
553,1,0,3,6,1,0,4,5,4,3,4,6,4,5,1,0,1,0,1,0,1,0,1,0,1,0,4,5,4,6,1,0,4,5,4,6,1,0,5,7,1,0,1,0,1,0,1,0,1,0,4,5,1,0,3,3,1,0,3,4,4,3,3,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,8,1,4,1,택시면허,0,0,1,1,교통교육,1,2,4,3,4,3,3,3,1,2,3,3,3,3,3,5,1,1,2,3,5,3,2,3,2,3,3,2,월급이 작아서,2,2,1,0,2,2,2,2,2,2,2,2,3,3,3,3,5,없다,"내비게이션,장갑,택시",회사원,없다,없다,2,1,37,2,문,1,1,1,1320,0,1200,622101
554,2,3,2,3,3,3,1,0,2,2,3,4,2,2,2,3,1,0,2,2,1,0,2,3,2,3,1,0,3,4,3,4,3,5,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,3,1,0,2,3,1,0,3,5,2,3,2,2,3,4,3,4,1,0,1,0,4,5,2,3,1,0,1,0,1,0,1,4,2,2,0,0,0,2,0,0,7,2,2,1,1,5,4,2,3,3,3,3,3,3,3,3,3,2,1,2,3,1,1,1,4,2,1,2,일하는 여건이 힘들어서,1,2,6,0,2,2,2,2,2,2,2,2,4,3,2,1,1,그냥 이름을 부른다,"모자,장갑,장화",주부,0,0,3,2,46,2,이,1,4,2,1000,0,800,9999999
555,2,3,3,3,4,4,3,3,4,3,4,4,4,4,4,4,3,3,2,3,2,2,3,3,3,3,1,0,3,2,4,3,3,3,3,3,2,2,1,0,2,2,2,4,2,3,3,3,2,3,2,3,2,3,2,3,1,0,3,3,3,3,2,3,4,5,5,5,3,4,3,3,3,3,2,4,4,4,1,0,2,3,3,1,1,2,0,0,0,2,0,0,2,1,2,2,2,4,2,3,2,3,4,4,3,2,2,4,2,2,2,3,3,2,2,2,3,2,2,2,자동화기기,4,2,2,40,1,1,1,2,2,1,2,2,4,3,2,3,2,없다,포장기계,없다,없다,없다,4,1,44,2,인문계,1,1,1,2100,0,1200,885902
556,2,3,3,4,4,4,3,4,3,4,4,5,3,4,2,2,4,4,2,4,2,4,2,2,2,4,2,2,2,2,3,4,2,4,2,2,2,2,3,3,2,2,3,2,2,3,3,5,4,4,2,3,4,5,4,5,4,5,4,5,3,4,3,4,4,5,4,5,3,4,4,5,4,5,4,5,4,5,3,4,2,3,10,1,5,2,0,0,0,1,1,배역에 대한 상황교육,1,5,4,3,2,3,4,3,2,2,4,4,4,2,2,3,3,3,4,4,2,2,2,4,4,1,3,1,방송 환경의 급속한 변화로 인해,4,1,2,30,1,1,1,1,1,1,2,2,4,4,3,4,2,없다,없다,회사원,없다,없다,2,1,59,4,축산경영,1,3,2,2000,0,1500,9999999
557,4,5,3,4,3,4,2,3,3,3,2,3,2,3,2,2,3,3,3,4,3,3,3,3,3,5,3,4,3,6,3,3,2,3,2,2,3,3,1,0,1,0,1,0,1,0,3,2,2,2,3,3,3,5,4,5,3,3,3,3,3,3,2,1,3,3,3,3,3,3,3,4,3,3,2,3,3,3,1,0,2,4,15,2,4,1,학예사 자격증,0,0,1,6,유물관리,6,6,3,2,2,3,4,2,3,2,3,4,4,4,4,2,4,4,4,3,4,3,2,2,4,3,4,4,사람들이 역사에 관심이 많아져서,2,3,6,15,2,1,1,2,2,2,2,2,3,3,4,3,2,없다,"PC, 고서적",없다,없다,없다,3,2,46,5,사학,1,1,1,5300,0,2800,110102
558,3,3,3,3,3,3,4,4,1,0,1,0,4,5,3,3,3,3,4,5,4,5,3,4,3,3,3,4,3,4,4,4,3,3,3,4,3,4,3,4,3,3,3,4,3,4,3,4,3,3,4,5,2,2,3,4,3,4,3,4,4,5,1,0,2,2,4,6,3,4,3,4,3,4,3,4,2,2,1,0,4,5,3,1,5,2,0,0,0,1,3,"CAD, CAM 교육, 용접교육, 안전의무",6,2,5,4,3,4,4,4,3,3,3,4,4,2,2,1,1,3,4,3,3,3,2,3,2,2,2,2,자동화로 인한 엔진수요감소,2,2,2,50,1,1,1,1,2,2,2,2,4,5,3,3,2,없다,없다,없다,없다,없다,5,1,50,2,인문,1,1,1,6000,0,3500,813101
559,1,0,2,2,2,2,3,4,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2,2,2,3,4,1,0,3,4,1,0,3,4,1,0,1,0,1,0,1,0,1,0,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,1,2,2,0,0,0,2,0,0,1,2,2,2,2,3,3,2,3,3,3,4,3,2,2,2,3,3,3,3,3,3,1,1,4,2,2,2,제조시설의 자동화,3,2,3,50,2,2,2,2,2,2,2,2,2,3,3,3,3,없다,싱글페이서,택시운전,없다,없다,3,1,35,2,기계,1,1,1,2400,0,2200,882301
560,4,5,4,6,4,6,2,3,3,4,4,6,3,4,4,6,4,6,4,6,2,2,2,3,3,4,3,4,3,4,2,2,2,2,2,1,4,6,4,6,3,4,1,0,1,0,5,6,4,6,4,7,5,7,4,7,5,7,5,6,3,4,4,6,4,5,3,4,4,5,4,5,3,4,3,3,4,5,1,0,2,3,15,2,4,2,0,0,0,1,1,비상상황훈련,4,2,3,1,1,1,2,2,3,3,3,3,3,2,3,2,4,3,2,2,4,4,4,3,2,2,4,4,경찰력 유지로 사회안정 꾀해야 함,2,3,6,0,2,2,2,2,2,2,2,2,4,4,4,4,3,없다,컴퓨터,없다,경비지도사,없다,1,1,40,3,경영학,1,1,1,5200,0,3000,26401
561,4,4,5,6,4,5,5,7,5,7,2,2,3,4,4,5,5,6,5,7,4,6,3,4,3,4,4,5,2,5,3,4,2,2,2,2,3,4,3,4,4,5,5,6,2,3,4,5,3,4,4,5,3,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,4,3,4,2,2,2,3,1,0,1,0,1,0,3,1,5,2,0,0,0,1,4,직무관련 훈련,3,5,3,4,4,4,4,4,4,3,3,4,4,3,3,1,3,3,4,3,2,3,2,2,2,2,3,4,산업화학관련 환경의 중요성이 업필되면서 자연스럽게 증가요인이 될 것,3,3,4,20,2,1,2,2,2,2,2,2,4,4,3,3,3,없음,"PC, 실험도구, 위생복",없음,없음,없음,3,1,34,4,화공과,1,1,1,5200,0,4000,154103
562,4,6,4,5,4,5,3,5,4,5,4,5,4,5,4,6,4,6,4,6,4,5,4,6,4,5,4,6,4,5,1,0,1,0,1,0,2,3,1,0,1,0,1,0,1,0,2,4,3,5,3,4,3,3,4,6,3,4,3,5,4,5,3,4,4,5,4,5,4,5,4,5,4,5,3,4,2,3,1,0,3,4,18,1,1,2,0,0,0,1,3,프로그램 툴 사용법,6,5,4,4,4,4,4,2,4,0,0,0,4,3,3,2,4,4,4,3,2,4,4,4,2,2,3,3,음악수요는 큰 변화가 없으므로,2,2,6,20,2,1,1,2,2,2,2,2,4,4,4,4,3,없다,프로툴 프로그램,기타리스트,없다,없다,2,1,32,4,실용음악,2,5,0,0,4000,0,24402
563,3,4,1,0,2,2,3,4,3,4,3,5,3,4,3,3,2,3,3,4,1,0,2,3,4,4,3,4,3,4,3,4,3,3,2,4,3,5,2,3,3,3,3,4,3,2,2,3,4,5,3,4,3,4,3,4,3,3,2,3,2,3,2,2,2,2,3,4,2,3,2,3,3,4,2,3,2,2,1,0,1,0,13,2,5,2,0,0,0,2,0,0,4,5,4,3,3,3,4,2,2,3,4,4,3,4,3,2,3,3,3,3,3,4,1,5,1,2,4,3,"인력채용이 적다, 퇴사자가 적다",3,2,4,30,2,2,2,2,2,2,2,2,4,4,4,4,3,없다,"ERP,실험도구",기간제교사,없다,없다,2,2,35,4,화학,1,1,1,2400,0,2000,121201
564,3,3,3,4,4,5,3,4,3,4,3,4,4,5,3,3,3,4,2,3,2,3,3,3,3,3,2,3,3,4,2,3,3,3,4,5,3,3,3,4,3,3,3,4,2,3,3,4,3,3,3,4,3,3,3,3,2,3,2,4,3,4,3,4,3,4,3,4,4,5,4,4,3,4,3,4,3,3,3,3,2,3,13,2,5,2,0,0,0,1,3,섬유성종광련업무(혼용률),4,5,4,4,3,4,3,3,3,1,2,3,3,2,2,4,3,2,2,2,3,4,2,2,3,3,3,2,섬유관련소비하락,3,2,5,40,2,1,1,2,2,1,2,2,3,3,2,3,3,없다,"가위, 자, 원사",없다,없다,없다,3,2,31,4,섬유공학,1,3,1,5000,0,3500,156101
565,4,5,3,5,4,5,3,5,3,5,4,5,4,5,3,5,4,5,5,5,2,2,3,5,4,5,4,5,4,5,3,4,4,5,4,6,4,5,5,7,3,4,4,5,3,5,4,5,3,5,3,5,3,4,4,6,4,5,4,6,3,5,4,5,4,4,4,5,4,5,4,4,3,4,3,4,3,4,3,4,3,4,8,1,4,1,항해사,해기사,0,2,0,0,6,5,4,3,3,3,4,3,3,3,3,3,3,2,2,3,3,3,3,3,3,4,3,3,1,3,3,3,물동량은 계속해서 꾸준히 유지가 되어 있어서,3,2,2,15,2,2,1,2,2,2,2,2,4,4,4,4,4,없다,컴퓨터,없다,해운회사 관리자,없다,1,1,50,4,항해학,1,1,1,6600,0,4000,621201
566,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,5,4,4,4,5,3,5,3,5,4,6,3,5,4,4,4,4,4,5,3,5,2,2,4,4,2,3,4,4,4,5,3,5,4,6,4,5,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,5,4,5,3,5,4,5,4,4,4,4,9,1,2,2,0,0,0,1,1,주방정리에 관한 것,7,2,2,2,3,4,4,2,3,3,2,4,3,3,4,2,4,3,4,3,4,3,2,4,3,3,4,5,외식이 많이 늘어서,3,4,1,15,2,1,1,2,2,1,2,1,4,3,4,3,2,없다,"앞치마, 고무장갑",외판원,없다,없다,3,2,46,2,문과,1,1,1,2000,0,1800,532301
567,4,5,4,4,3,3,3,3,1,0,1,0,1,0,1,0,1,0,1,0,3,5,2,2,1,0,3,3,1,0,3,3,1,0,1,0,3,3,1,0,1,0,1,0,1,0,3,3,1,0,1,0,1,0,4,4,1,0,1,0,1,0,1,0,3,3,4,4,1,0,1,0,4,4,1,0,1,0,1,0,1,0,18,4,1,2,0,0,0,2,0,0,3,5,3,2,3,3,3,4,3,0,3,3,4,3,2,3,3,2,3,3,4,3,3,4,3,3,3,2,클래식이 인기가 적어져서,2,3,2,10,2,2,2,2,2,2,2,2,3,3,3,3,3,없다,지휘봉,음악선생님,없다,없다,3,1,42,4,실용음악,2,6,0,0,3000,0,414501
568,1,0,2,2,2,2,2,1,2,1,1,0,1,0,1,0,1,0,2,2,1,0,3,5,4,5,2,2,2,3,5,5,2,2,1,0,1,0,2,3,2,2,1,0,1,0,1,0,1,0,1,0,1,0,3,4,1,0,2,1,3,4,5,7,2,2,2,1,3,3,3,5,4,5,3,4,1,0,1,0,5,6,6,4,1,2,0,0,0,2,0,0,6,2,4,5,4,4,4,4,5,5,4,5,5,4,4,4,5,4,4,2,4,4,4,5,4,4,4,4,새로운건물이 많을것같아서,3,4,6,80,1,1,1,1,1,1,1,1,4,4,4,4,3,없다,"셋손,장갑,줄자",없다,없다,없다,1,1,40,2,일반고등학과,2,6,0,0,4000,0,702201
569,4,5,3,4,3,3,2,3,2,4,2,2,1,0,1,0,1,0,4,5,1,0,2,3,4,4,3,3,4,4,3,3,2,3,1,0,3,4,1,0,1,0,1,0,2,2,1,0,1,0,1,0,1,0,2,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,1,6,1,위험물취급자격증,보일러 기능사,산업안전기사,1,4,산업안전보건교육,2,5,5,5,5,5,5,4,5,5,5,5,5,5,5,1,5,5,3,4,2,2,1,2,1,1,1,2,대체에너지 개발,4,2,3,60,2,2,2,2,2,2,2,2,4,4,2,4,4,없음,컴퓨터,없음,없음,없음,4,1,50,4,전기공학,1,1,1,4000,0,3000,822301
570,2,4,4,3,3,4,1,0,2,3,3,4,1,0,1,0,4,3,3,4,1,0,1,0,1,0,2,3,4,4,1,0,1,0,1,0,3,4,1,0,2,3,1,0,1,0,3,4,2,3,4,5,3,4,3,3,4,4,2,2,1,0,1,0,1,0,1,0,2,3,1,0,1,0,1,0,4,3,1,0,4,4,17,1,2,1,치위생사,0,0,1,6,치위생사 실습,6,5,4,4,5,5,4,4,3,4,4,4,4,3,3,2,4,4,5,3,4,4,3,4,4,2,2,4,노인환자의 증가,2,4,5,30,1,1,1,1,2,2,2,2,2,3,4,4,4,없다,"치과진료기구, 환자기록카드",없다,없다,없다,3,2,43,4,치위생학,1,1,1,3500,0,2200,306401
571,4,5,4,5,4,5,3,4,3,5,4,5,4,5,4,3,3,5,4,5,4,5,4,6,3,5,4,5,4,4,4,5,3,4,3,2,3,3,2,3,2,2,4,5,4,7,3,5,4,4,4,5,4,3,4,5,4,5,3,4,4,5,4,3,3,4,4,6,4,5,4,5,4,4,3,3,3,5,3,4,3,3,15,1,6,1,물리치료사,0,0,1,4,치료방법의 사용과 다양한 임상경험,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,2,1,2,2,2,1,2,2,3,현 상태 유지,2,3,1,0,2,2,2,2,2,2,2,2,4,4,4,4,3,없다,"PC, 재활치료기기",없다,없다,없다,3,2,36,3,물리치료학,1,1,1,2800,0,2000,306501
572,3,5,2,4,2,6,1,0,1,0,1,0,3,3,4,6,5,7,3,5,1,0,4,5,5,7,5,7,4,7,2,1,1,0,1,0,4,5,1,0,1,0,1,0,1,0,4,5,4,3,5,7,5,7,4,7,3,7,4,6,5,6,5,7,5,6,4,6,4,5,4,4,5,6,4,4,2,3,1,0,1,0,11,1,6,2,0,0,0,2,0,0,2,2,3,3,3,4,4,2,3,3,3,3,3,4,3,3,3,2,3,3,4,4,3,3,3,3,4,3,온라인 보험이 늘어서,2,3,1,0,2,2,2,2,2,2,2,2,3,2,3,3,3,없다,컴퓨터,없다,없다,없다,4,2,28,4,전산학,1,1,1,7000,0,3500,32302
573,4,5,4,4,3,4,2,3,4,4,3,4,3,3,4,4,3,3,4,4,3,4,3,3,4,4,3,3,3,3,3,3,3,3,2,2,4,4,3,3,2,2,2,3,2,2,2,2,3,3,3,3,3,3,4,4,4,3,3,3,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,2,2,2,2,19,3,2,2,0,0,0,2,0,0,7,5,4,4,4,4,4,3,3,0,3,4,3,2,3,1,4,4,3,4,3,3,2,3,3,2,3,3,믿음을 갖는 사람들의 수가 일정해서,2,3,4,10,2,2,2,2,2,2,2,2,3,4,3,4,2,신부님,성경책,없다,없다,없다,4,1,54,5,신학,1,1,1,3300,0,1100,9999999
574,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,4,3,3,3,3,3,1,0,4,4,3,3,4,3,3,3,3,3,4,4,3,3,3,2,4,3,3,3,4,3,4,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,2,4,3,14,1,2,2,0,0,0,2,0,0,1,2,2,2,2,4,3,4,3,4,5,4,4,2,2,3,4,3,3,4,3,4,4,3,4,4,4,3,건물들이 고층화되어 가면서 물품이동 장비를 이용해야 할 필요성이 있다,2,3,1,20,1,2,1,2,2,1,2,2,3,3,3,4,1,없다,"안전모, 보안경, 비계",물품 이동정비원,크레인 설치원,없다,4,1,54,2,기계,1,1,1,3700,0,2800,811301
575,4,6,4,6,4,6,2,3,1,0,2,3,2,4,4,6,4,6,3,5,2,4,2,4,2,3,1,0,3,5,2,3,1,0,2,3,2,3,1,0,1,0,1,0,2,3,3,5,3,5,2,4,1,0,2,3,1,0,1,0,1,0,1,0,1,0,2,3,3,4,2,4,1,0,2,3,3,4,1,0,1,0,13,5,3,2,0,0,0,1,3,문헌에 대한 자료분석,3,6,4,4,4,3,4,3,2,4,3,4,3,2,3,3,4,4,4,4,2,3,4,3,3,3,3,3,필요로하는 직업이라서,2,3,1,5,2,2,1,2,2,2,2,2,3,3,4,4,2,선생님,컴퓨터,없다,없다,없다,3,1,50,5,사학,1,1,1,3500,0,2000,110102
576,4,3,4,4,4,5,2,3,2,3,3,3,4,4,5,3,5,3,4,4,3,5,3,5,4,4,4,3,5,5,3,3,2,4,3,4,4,4,1,0,1,0,1,0,1,0,5,5,5,6,4,5,2,4,3,5,5,6,3,4,5,5,5,5,5,3,5,5,4,5,5,6,3,5,4,4,3,4,1,0,1,0,17,3,6,1,의사면허증,전공의 자격증,0,1,2,"검사방법, 검사결과 해석 등",2,5,3,4,3,4,3,1,2,3,3,4,3,2,3,2,3,3,4,3,4,4,3,3,2,3,4,2,"학회적, 국가적 안과전공의 TD 조절",3,3,5,30,2,1,1,2,2,2,2,2,3,4,3,4,2,선생님,"진단기구(manilest refraction, tonometer, slit lamp, Auto refraction 등 여러가지), 검사관련 프로그램(OCT, optos 등)",인턴,없다,없다,4,2,30,4,의학,1,3,1,5500,0,4000,301106
577,4,5,2,2,1,0,1,0,2,2,1,0,1,0,1,0,1,0,1,0,3,4,1,0,3,5,1,0,3,5,1,0,2,2,1,0,3,4,1,0,1,0,1,0,1,0,2,2,1,0,3,5,4,5,3,6,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,3,1,0,1,0,18,1,2,2,0,0,0,2,0,0,6,3,3,2,2,5,4,2,2,0,0,0,3,3,3,2,5,4,3,3,4,3,2,3,3,3,3,2,만화 출판업 침체,3,2,2,20,1,1,1,1,1,2,2,2,3,3,4,4,3,없다,"PC, 타블랫프로그램, 스케치업",없다,없다,없다,4,1,29,4,국문학,1,1,1,2500,0,2300,414301
578,3,4,3,4,3,4,3,4,3,4,2,1,3,3,3,4,4,4,3,5,2,1,3,3,3,4,4,4,3,4,3,5,4,5,4,5,1,0,1,0,1,0,3,4,3,3,3,2,1,0,3,3,3,3,3,4,2,3,2,3,3,3,1,0,1,0,1,0,1,0,1,0,2,2,1,0,1,0,1,0,1,0,3,1,2,2,0,0,0,2,0,0,1,1,2,1,1,1,1,1,2,2,5,2,2,1,1,5,1,1,2,2,4,4,4,4,4,4,4,2,기계화 되면서,2,2,3,30,2,2,2,2,2,2,2,2,4,4,2,2,3,없다,도금장비들,서비스직,없다,0,1,1,33,4,경영학,1,1,1,3800,0,2400,825201
579,5,4,4,5,4,6,4,5,3,3,3,4,5,7,4,5,3,5,5,5,3,2,2,2,2,2,2,5,4,5,2,2,2,3,3,4,4,5,3,4,3,3,4,5,3,2,3,5,4,5,4,5,3,5,4,4,2,2,3,3,4,5,2,3,4,3,2,2,2,2,2,3,3,2,3,3,3,3,1,0,2,3,3,1,2,1,품질관리,0,0,1,1,"LED조명기술, 품질관리,공장관리",3,4,2,2,3,4,2,2,2,3,4,4,4,1,1,2,3,4,3,3,3,2,2,2,4,2,3,2,"제조업이 줄어들고 있으며 경제사도 많고,제품의 포화상태,제품의 장수명",4,1,5,20,1,2,1,1,1,1,1,2,5,2,4,4,2,없다,"ez spc(공정능력해석프로그램),전동드라이버,파워미터,절연저항계,내전압시험기,온도기록계 등",없다,LED조명가구 품질관리 컨설턴트,없다,4,1,40,6,전기공학,1,1,1,3500,0,2500,155102
580,1,0,2,2,3,3,1,0,2,2,3,3,1,0,1,0,1,0,1,0,1,0,1,0,3,4,4,5,3,3,1,0,2,2,5,7,1,0,4,6,3,4,4,5,4,5,1,0,1,0,5,6,1,0,1,0,4,5,1,0,1,0,1,0,2,3,3,4,1,0,2,3,1,0,1,0,1,0,1,0,1,0,3,1,2,2,0,0,0,1,2,기계조작훈련,6,2,4,3,4,5,4,4,3,3,4,4,4,4,4,4,4,4,4,3,5,5,1,4,1,4,4,4,종이로 만든 제품이 많을 것 같아서,3,4,6,40,1,1,1,1,1,1,1,1,4,4,4,4,4,공돌이,압축기,없다,없다,없다,1,1,55,2,인문계,1,1,1,3000,0,1600,882301
581,3,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,3,3,4,4,4,4,4,4,3,3,4,3,3,3,4,4,4,4,2,2,4,4,4,5,4,5,4,5,2,3,3,3,4,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,4,3,1,2,1,지게차 조종면허증,0,0,2,0,0,7,2,2,3,3,3,3,3,4,3,4,3,4,3,3,3,3,3,3,3,4,3,4,3,3,4,4,3,경기가 안좋아서 일이 늘어날 거 같지 않음,3,3,1,10,2,2,2,2,2,2,2,2,3,3,3,2,3,기사,지게차,없다,없다,없다,2,1,58,2,실업계,1,1,1,3500,0,2000,623002
582,4,5,4,5,4,5,3,4,4,6,3,4,4,4,4,4,4,5,5,6,4,4,5,6,3,5,4,5,5,5,4,4,3,3,5,5,4,6,4,4,3,3,4,5,4,5,4,6,4,4,5,6,4,5,4,6,2,2,2,3,4,5,1,0,4,4,4,5,3,5,1,0,1,0,3,3,5,4,3,3,2,3,3,1,3,2,0,0,0,1,1,실험설비교육,1,6,3,3,3,5,5,3,2,2,2,3,3,4,5,3,3,3,2,2,3,3,3,3,3,3,3,4,새로운 설비와 금속에 대한 관심이 커져서,3,4,5,10,1,1,1,1,1,1,1,1,4,5,5,5,2,연구원,"실험기구, 엑셀",없다,없다,없다,3,1,38,4,신소재공학,1,1,1,5000,0,2000,152101
583,5,5,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,3,5,4,4,4,4,4,3,3,3,2,2,2,2,2,2,1,5,4,3,2,3,3,3,3,3,2,4,4,3,4,3,3,3,2,3,3,2,2,3,2,3,2,3,2,3,2,4,3,3,1,3,1,3,1,3,2,2,2,1,0,1,0,13,1,3,2,0,0,0,2,0,0,4,5,3,3,2,4,4,3,3,3,3,3,3,4,4,2,4,3,4,3,3,3,2,3,4,2,3,2,향후 인공지능이 더 발전되어서,3,2,4,10,2,1,2,1,2,2,2,2,5,4,3,2,1,개발자,"델파이,파워벨더",없다,없다,없다,3,1,31,4,소프트웨어공학,1,1,1,3000,0,2800,133201
584,3,4,4,5,4,5,4,5,4,4,3,5,3,5,4,5,4,5,4,5,4,5,3,5,4,5,4,5,4,5,2,4,4,5,4,4,4,5,3,5,4,5,3,4,4,5,3,5,4,5,4,4,2,3,2,5,2,6,3,5,4,5,3,5,4,5,4,5,4,5,4,4,4,5,4,5,4,5,3,5,4,4,15,2,5,1,정보처리기사,0,0,1,4,"컴퓨터활용능력, 직무교육",2,2,5,5,5,4,4,3,4,4,4,4,4,4,4,2,4,4,4,3,3,2,2,2,2,2,2,4,사이버범죄가 늘어서,3,4,2,60,1,1,1,1,1,1,1,1,4,4,5,4,3,없다,킥스,없다,없다,없다,4,2,35,2,정보처리학,1,1,1,4500,0,3500,9999999
585,4,4,3,7,3,5,2,4,3,5,2,3,3,4,4,7,5,6,4,5,4,6,5,7,4,5,4,5,4,6,3,5,4,5,3,6,3,6,4,5,2,4,3,5,4,5,4,6,5,7,3,4,2,3,3,4,3,5,3,4,3,4,3,3,3,4,2,4,2,4,2,3,2,3,3,4,2,3,1,0,1,0,13,2,4,2,0,0,0,1,4,"실험 구성 및 데이터 분석, 논문 검색",4,5,4,3,3,4,4,4,2,2,3,4,3,3,4,3,3,3,4,3,3,2,2,2,2,3,3,4,미래 에너지 개발에 대한 수요 증가,3,4,2,20,2,1,1,2,2,2,2,2,3,4,4,4,4,없다,"매스매티카, 엑셀",학생,교수직,에너지 관련 업체,3,1,28,5,기계공학,1,3,2,3000,0,2700,9999999
